OrderID,OrderDate,Country,Product,QuantityOrdered,Price
1560784,2020-08-06,Slovakia,pencil,5,0.99
1561008,2020-08-06,Fiji,mouse pad,11,5.99
1561639,2020-08-06,China,AA batteries (4-pack),4,3.99
1561017,2020-08-06,Kenya,laptop,15,900.0
1561431,2020-08-06,Nicaragua,pen,13,1.25
1561650,2020-08-06,Iraq,pencil,9,0.99
1560800,2020-08-06,Wallis and Futuna,mouse pad,3,5.99
1561023,2020-08-06,Jamaica,wireless mouse,8,25.99
1561654,2020-08-06,Austria,headphones,8,99.99
1561607,2020-08-06,Nauru,laptop,14,900.0
1561036,2020-08-06,Armenia,wireless mouse,15,25.99
1560564,2020-08-06,Singapore,wireless mouse,11,25.99
1560781,2020-08-06,New Caledonia,charging cable,8,11.95
1561089,2020-08-06,Bouvet Island,laptop,12,900.0
1560260,2020-08-06,Papua New Guinea,laptop,5,900.0
1561061,2020-08-06,Eswatini,AA batteries (4-pack),9,3.99
1560416,2020-08-06,Cuba,wireless mouse,14,25.99
1560739,2020-08-06,Palau,pen,2,1.25
1560730,2020-08-06,Spain,headphones,15,99.99
1561579,2020-08-06,Poland,charging cable,13,11.95
1560328,2020-08-06,Oman,pen,11,1.25
1561069,2020-08-06,Japan,laptop,8,900.0
1561459,2020-08-07,"Moldova, Republic of",notebook,10,4.99
1560856,2020-08-07,Norway,mouse pad,3,5.99
1560994,2020-08-07,Cabo Verde,pen,3,1.25
1560832,2020-08-07,Lebanon,laptop,14,900.0
1560972,2020-08-07,Guatemala,pencil,11,0.99
1561299,2020-08-07,United Arab Emirates,pen,10,1.25
1560830,2020-08-07,Belarus,pencil,8,0.99
1560426,2020-08-07,Botswana,pencil,8,0.99
1560642,2020-08-07,Syrian Arab Republic,headphones,7,99.99
1561430,2020-08-07,Faroe Islands,notebook,8,4.99
1560255,2020-08-07,Gabon,pencil,9,0.99
1560421,2020-08-07,Sierra Leone,mouse pad,14,5.99
1561429,2020-08-07,Peru,laptop,6,900.0
1560796,2020-08-07,Myanmar,headphones,1,99.99
1560339,2020-08-07,Bouvet Island,laptop,3,900.0
1561435,2020-08-07,Niue,charging cable,9,11.95
1560587,2020-08-07,Papua New Guinea,headphones,15,99.99
1561082,2020-08-07,Pitcairn,headphones,7,99.99
1561551,2020-08-07,Serbia,mouse pad,8,5.99
1560577,2020-08-07,Yemen,charging cable,9,11.95
1560244,2020-08-07,Jordan,AA batteries (4-pack),7,3.99
1561547,2020-08-07,Viet Nam,laptop,4,900.0
1560405,2020-08-07,Togo,charging cable,11,11.95
1561541,2020-08-07,Rwanda,ruler,1,3.99
1560463,2020-08-07,Equatorial Guinea,mouse pad,5,5.99
1561432,2020-08-07,Burundi,AA batteries (4-pack),8,3.99
1560237,2020-08-07,Turkey,wireless mouse,13,25.99
1561412,2020-08-07,Marshall Islands,charging cable,6,11.95
1561009,2020-08-07,"Virgin Islands, U.S.",charging cable,1,11.95
1560301,2020-08-07,Chile,pen,5,1.25
1561152,2020-08-07,Nicaragua,wireless mouse,8,25.99
1560766,2020-08-07,Tokelau,laptop,14,900.0
1561021,2020-08-07,"Saint Helena, Ascension and Tristan da Cunha",notebook,4,4.99
1560593,2020-08-07,Bermuda,eraser,4,0.49
1561376,2020-08-07,Kuwait,notebook,5,4.99
1561560,2020-08-07,Botswana,pencil,13,0.99
1561199,2020-08-07,Holy See (Vatican City State),wireless mouse,4,25.99
1561637,2020-08-07,Bouvet Island,eraser,11,0.49
1561322,2020-08-08,Bahamas,AA batteries (4-pack),9,3.99
1561389,2020-08-08,"Virgin Islands, British",wireless mouse,15,25.99
1561352,2020-08-08,Saint Lucia,pencil,13,0.99
1561368,2020-08-08,Canada,charging cable,1,11.95
1560306,2020-08-08,Bhutan,laptop,8,900.0
1560641,2020-08-08,Mongolia,pencil,15,0.99
1560897,2020-08-08,Honduras,mouse pad,12,5.99
1560910,2020-08-08,Eswatini,eraser,15,0.49
1560802,2020-08-08,Saint Lucia,pencil,15,0.99
1561005,2020-08-08,Guernsey,wireless mouse,2,25.99
1560769,2020-08-08,Djibouti,notebook,2,4.99
1560752,2020-08-08,Ethiopia,charging cable,15,11.95
1560750,2020-08-08,Lao People's Democratic Republic,charging cable,6,11.95
1560729,2020-08-08,Uzbekistan,laptop,12,900.0
1560307,2020-08-08,Solomon Islands,headphones,11,99.99
1561418,2020-08-08,Wallis and Futuna,wireless mouse,6,25.99
1561124,2020-08-08,Lithuania,notebook,11,4.99
1561134,2020-08-08,United States Minor Outlying Islands,wireless mouse,1,25.99
1561137,2020-08-08,Eritrea,ruler,8,3.99
1561151,2020-08-08,Spain,charging cable,1,11.95
1561169,2020-08-08,Germany,headphones,1,99.99
1560299,2020-08-08,Andorra,mouse pad,11,5.99
1561206,2020-08-08,Slovenia,headphones,8,99.99
1561210,2020-08-08,Guernsey,AA batteries (4-pack),13,3.99
1561232,2020-08-08,Turkey,headphones,5,99.99
1561233,2020-08-08,"Bonaire, Sint Eustatius and Saba",wireless mouse,8,25.99
1561273,2020-08-08,Bahamas,pencil,11,0.99
1561320,2020-08-08,Saint Pierre and Miquelon,AA batteries (4-pack),15,3.99
1561419,2020-08-08,Mauritius,mouse pad,11,5.99
1560404,2020-08-08,Algeria,wireless mouse,3,25.99
1560418,2020-08-08,Nauru,eraser,13,0.49
1561473,2020-08-08,Guadeloupe,charging cable,9,11.95
1560433,2020-08-08,United States,pencil,11,0.99
1560241,2020-08-08,Antarctica,pencil,7,0.99
1561556,2020-08-08,Samoa,pen,7,1.25
1560382,2020-08-08,Switzerland,laptop,2,900.0
1560501,2020-08-08,Iraq,pencil,2,0.99
1561530,2020-08-08,Seychelles,AA batteries (4-pack),9,3.99
1560420,2020-08-08,United Kingdom,laptop,13,900.0
1561480,2020-08-08,Norfolk Island,ruler,2,3.99
1561664,2020-08-08,India,mouse pad,13,5.99
1561485,2020-08-08,Cabo Verde,ruler,13,3.99
1561486,2020-08-08,France,mouse pad,2,5.99
1560379,2020-08-08,Uganda,laptop,11,900.0
1560243,2020-08-08,Latvia,AA batteries (4-pack),15,3.99
1560439,2020-08-08,Bouvet Island,notebook,3,4.99
1561492,2020-08-08,,charging cable,4,11.95
1561520,2020-08-08,Sri Lanka,notebook,6,4.99
1560228,2020-08-08,Hong Kong,laptop,3,900.0
1560556,2020-08-08,New Zealand,laptop,7,900.0
1560417,2020-08-08,Nicaragua,eraser,14,0.49
1561604,2020-08-08,Eritrea,wireless mouse,12,25.99
1561569,2020-08-08,Saudi Arabia,laptop,4,900.0
1561552,2020-08-09,Equatorial Guinea,wireless mouse,3,25.99
1561072,2020-08-09,Saudi Arabia,wireless mouse,5,25.99
1561104,2020-08-09,Brunei Darussalam,laptop,12,900.0
1560725,2020-08-09,"Taiwan, Province of China",laptop,10,900.0
1560724,2020-08-09,Kyrgyzstan,headphones,9,99.99
1561461,2020-08-09,"Bonaire, Sint Eustatius and Saba",headphones,11,99.99
1561288,2020-08-09,New Caledonia,laptop,14,900.0
1560475,2020-08-09,Israel,pencil,5,0.99
1560489,2020-08-09,Guyana,pencil,11,0.99
1561142,2020-08-09,Russian Federation,notebook,8,4.99
1560493,2020-08-09,Chad,wireless mouse,3,25.99
1560672,2020-08-09,Montenegro,headphones,5,99.99
1561516,2020-08-09,Chad,AA batteries (4-pack),3,3.99
1561502,2020-08-09,"Palestine, State of",headphones,6,99.99
1560253,2020-08-09,Iceland,headphones,1,99.99
1561496,2020-08-09,Jersey,wireless mouse,2,25.99
1561218,2020-08-09,United States Minor Outlying Islands,pen,3,1.25
1560362,2020-08-09,Heard Island and McDonald Islands,eraser,12,0.49
1561227,2020-08-09,"Iran, Islamic Republic of",wireless mouse,12,25.99
1560681,2020-08-09,Mauritius,wireless mouse,15,25.99
1561584,2020-08-09,Faroe Islands,pencil,2,0.99
1561135,2020-08-09,Niue,eraser,6,0.49
1560646,2020-08-09,Latvia,laptop,5,900.0
1561535,2020-08-09,Greenland,mouse pad,9,5.99
1560695,2020-08-09,Sudan,charging cable,6,11.95
1561155,2020-08-09,Iraq,mouse pad,1,5.99
1561319,2020-08-09,Anguilla,notebook,15,4.99
1560512,2020-08-09,Sudan,headphones,13,99.99
1560969,2020-08-09,Italy,laptop,4,900.0
1560917,2020-08-09,United Kingdom,wireless mouse,15,25.99
1560374,2020-08-09,Solomon Islands,eraser,9,0.49
1560423,2020-08-09,Bahamas,mouse pad,6,5.99
1560341,2020-08-09,Dominican Republic,wireless mouse,13,25.99
1560599,2020-08-09,Cyprus,wireless mouse,7,25.99
1561677,2020-08-09,Grenada,charging cable,12,11.95
1560831,2020-08-09,Guadeloupe,headphones,2,99.99
1561648,2020-08-09,,charging cable,10,11.95
1561442,2020-08-09,Solomon Islands,eraser,11,0.49
1560973,2020-08-09,Philippines,mouse pad,7,5.99
1561002,2020-08-09,Namibia,notebook,9,4.99
1561354,2020-08-09,Puerto Rico,laptop,1,900.0
1560580,2020-08-09,Malawi,AA batteries (4-pack),4,3.99
1561585,2020-08-09,"Virgin Islands, British",laptop,2,900.0
1560336,2020-08-09,Iraq,ruler,5,3.99
1561617,2020-08-09,Equatorial Guinea,pencil,12,0.99
1560764,2020-08-09,Malta,mouse pad,12,5.99
1561437,2020-08-09,Grenada,pencil,11,0.99
1560885,2020-08-09,South Africa,eraser,15,0.49
1560438,2020-08-09,Turks and Caicos Islands,pencil,13,0.99
1561321,2020-08-09,Haiti,mouse pad,1,5.99
1560881,2020-08-09,Heard Island and McDonald Islands,charging cable,7,11.95
1561687,2020-08-10,Qatar,mouse pad,1,5.99
1560504,2020-08-10,Gabon,laptop,3,900.0
1561681,2020-08-10,Azerbaijan,charging cable,6,11.95
1561526,2020-08-10,Jersey,notebook,12,4.99
1560920,2020-08-10,Italy,pen,11,1.25
1560901,2020-08-10,Spain,mouse pad,12,5.99
1560325,2020-08-10,Lesotho,laptop,12,900.0
1561182,2020-08-10,Ethiopia,mouse pad,4,5.99
1560938,2020-08-10,Ghana,headphones,1,99.99
1561581,2020-08-10,Grenada,ruler,2,3.99
1561577,2020-08-10,Heard Island and McDonald Islands,wireless mouse,11,25.99
1561070,2020-08-10,Algeria,AA batteries (4-pack),9,3.99
1561588,2020-08-10,Jordan,laptop,10,900.0
1560756,2020-08-10,Cabo Verde,mouse pad,15,5.99
1561018,2020-08-10,Mayotte,pencil,11,0.99
1560934,2020-08-10,New Zealand,laptop,11,900.0
1560777,2020-08-10,Bosnia and Herzegovina,mouse pad,1,5.99
1561548,2020-08-10,Syrian Arab Republic,headphones,15,99.99
1560320,2020-08-10,Hungary,wireless mouse,6,25.99
1560798,2020-08-10,American Samoa,charging cable,10,11.95
1560346,2020-08-10,Pakistan,headphones,3,99.99
1560246,2020-08-10,Uzbekistan,wireless mouse,4,25.99
1560946,2020-08-10,Timor-Leste,laptop,1,900.0
1560317,2020-08-10,Ukraine,ruler,4,3.99
1561053,2020-08-10,"Taiwan, Province of China",laptop,14,900.0
1561424,2020-08-10,,wireless mouse,6,25.99
1560619,2020-08-10,Cuba,wireless mouse,8,25.99
1560296,2020-08-10,Kyrgyzstan,laptop,4,900.0
1561447,2020-08-10,Netherlands,wireless mouse,8,25.99
1560645,2020-08-10,Bhutan,mouse pad,7,5.99
1561331,2020-08-10,Tunisia,pencil,14,0.99
1561399,2020-08-10,Cuba,laptop,4,900.0
1561364,2020-08-10,Jersey,mouse pad,11,5.99
1561400,2020-08-10,Qatar,eraser,11,0.49
1561283,2020-08-10,Albania,pen,1,1.25
1561440,2020-08-10,Anguilla,eraser,14,0.49
1561267,2020-08-10,Fiji,laptop,10,900.0
1560519,2020-08-10,Luxembourg,laptop,9,900.0
1561225,2020-08-10,Cocos (Keeling) Islands,eraser,15,0.49
1561410,2020-08-10,Turks and Caicos Islands,laptop,5,900.0
1561314,2020-08-10,Switzerland,charging cable,4,11.95
1560576,2020-08-10,Philippines,pencil,14,0.99
1560276,2020-08-10,Romania,charging cable,1,11.95
1561287,2020-08-10,Yemen,mouse pad,12,5.99
1561330,2020-08-11,Norway,pencil,10,0.99
1560773,2020-08-11,Vanuatu,laptop,6,900.0
1560452,2020-08-11,Colombia,pencil,14,0.99
1561031,2020-08-11,Marshall Islands,mouse pad,1,5.99
1561024,2020-08-11,Guyana,mouse pad,8,5.99
1561587,2020-08-11,Cayman Islands,laptop,13,900.0
1561052,2020-08-11,Netherlands,headphones,5,99.99
1561055,2020-08-11,Guadeloupe,eraser,7,0.49
1560741,2020-08-11,Iceland,charging cable,8,11.95
1560473,2020-08-11,Gibraltar,eraser,1,0.49
1560280,2020-08-11,Sierra Leone,mouse pad,8,5.99
1560454,2020-08-11,El Salvador,AA batteries (4-pack),6,3.99
1560778,2020-08-11,Syrian Arab Republic,wireless mouse,11,25.99
1560604,2020-08-11,Colombia,laptop,1,900.0
1560230,2020-08-11,Timor-Leste,headphones,10,99.99
1561692,2020-08-11,Palau,eraser,11,0.49
1560872,2020-08-11,United Kingdom,wireless mouse,8,25.99
1560575,2020-08-11,Bahamas,pencil,12,0.99
1561411,2020-08-11,Cambodia,headphones,10,99.99
